card_id,front,back,answer,russian,japanese,pos,imperfective,perfective,source_rounds,source_sections,tags,needs_review,include_in_app
app500_m0433,каждый день,"答え：毎日
品詞：表現
出典候補：第74回
状態：校正用・未確認",毎日,каждый день,毎日,表現,,,74,露文和訳/和文露訳/口頭作文,russian2;表現;作文;校正用,yes,no
app500_m0434,не́сколько раз,"答え：数回
品詞：表現
出典候補：第76回
状態：校正用・未確認",数回,не́сколько раз,数回,表現,,,76,露文和訳/和文露訳/口頭作文,russian2;表現;作文;校正用,yes,no
app500_m0435,мно́го раз,"答え：何度も
品詞：表現
出典候補：第78回
状態：校正用・未確認",何度も,мно́го раз,何度も,表現,,,78,露文和訳/和文露訳/口頭作文,russian2;表現;作文;校正用,yes,no
app500_m0436,с одно́й стороны́,"答え：一方では
品詞：表現
出典候補：第82回
状態：校正用・未確認",一方では,с одно́й стороны́,一方では,表現,,,82,露文和訳/和文露訳/口頭作文,russian2;表現;作文;校正用,yes,no
app500_m0437,с друго́й стороны́,"答え：他方では
品詞：表現
出典候補：第84回
状態：校正用・未確認",他方では,с друго́й стороны́,他方では,表現,,,84,露文和訳/和文露訳/口頭作文,russian2;表現;作文;校正用,yes,no
app500_m0438,по мо́ему мне́нию,"答え：私の意見では
品詞：表現
出典候補：第86回
状態：校正用・未確認",私の意見では,по мо́ему мне́нию,私の意見では,表現,,,86,露文和訳/和文露訳/口頭作文,russian2;表現;作文;校正用,yes,no
app500_m0439,"мо́жно сказа́ть, что ...","答え：〜と言える
品詞：表現
出典候補：第60回
状態：校正用・未確認",〜と言える,"мо́жно сказа́ть, что ...",〜と言える,表現,,,60,露文和訳/和文露訳/口頭作文,russian2;表現;作文;校正用,yes,no
app500_m0440,"ну́жно отме́тить, что ...","答え：〜を指摘する必要がある
品詞：表現
出典候補：第62回
状態：校正用・未確認",〜を指摘する必要がある,"ну́жно отме́тить, что ...",〜を指摘する必要がある,表現,,,62,露文和訳/和文露訳/口頭作文,russian2;表現;作文;校正用,yes,no
app500_m0441,име́ть значе́ние,"答え：意味がある／重要である
品詞：表現
出典候補：第64回
状態：校正用・未確認",意味がある／重要である,име́ть значе́ние,意味がある／重要である,表現,,,64,露文和訳/和文露訳/口頭作文,russian2;表現;作文;校正用,yes,no
app500_m0442,игра́ть роль,"答え：役割を果たす
品詞：表現
出典候補：第66回
状態：校正用・未確認",役割を果たす,игра́ть роль,役割を果たす,表現,,,66,露文和訳/和文露訳/口頭作文,russian2;表現;作文;校正用,yes,no
app500_m0443,обраща́ть внима́ние на ...,"答え：〜に注意を払う
品詞：表現
出典候補：第68回
状態：校正用・未確認",〜に注意を払う,обраща́ть внима́ние на ...,〜に注意を払う,表現,,,68,露文和訳/和文露訳/口頭作文,russian2;表現;作文;校正用,yes,no
app500_m0444,принима́ть учáстие в ...,"答え：〜に参加する
品詞：表現
出典候補：第70回
状態：校正用・未確認",〜に参加する,принима́ть учáстие в ...,〜に参加する,表現,,,70,露文和訳/和文露訳/口頭作文,russian2;表現;作文;校正用,yes,no
app500_m0445,сдава́ть экза́мен,"答え：試験を受ける
品詞：表現
出典候補：第72回
状態：校正用・未確認",試験を受ける,сдава́ть экза́мен,試験を受ける,表現,,,72,露文和訳/和文露訳/口頭作文,russian2;表現;作文;校正用,yes,no
app500_m0446,получа́ть оце́нку,"答え：評価を受ける
品詞：表現
出典候補：第74回
状態：校正用・未確認",評価を受ける,получа́ть оце́нку,評価を受ける,表現,,,74,露文和訳/和文露訳/口頭作文,russian2;表現;作文;校正用,yes,no
app500_m0447,проводить ка́никулы,"答え：休暇を過ごす
品詞：表現
出典候補：第76回
状態：校正用・未確認",休暇を過ごす,проводить ка́никулы,休暇を過ごす,表現,,,76,露文和訳/和文露訳/口頭作文,russian2;表現;作文;校正用,yes,no
app500_m0448,пользоваться компью́тером,"答え：コンピュータを使う
品詞：表現
出典候補：第78回
状態：校正用・未確認",コンピュータを使う,пользоваться компью́тером,コンピュータを使う,表現,,,78,露文和訳/和文露訳/口頭作文,russian2;表現;作文;校正用,yes,no
app500_m0449,ограни́чивать вре́мя,"答え：時間を制限する
品詞：表現
出典候補：第82回
状態：校正用・未確認",時間を制限する,ограни́чивать вре́мя,時間を制限する,表現,,,82,露文和訳/和文露訳/口頭作文,russian2;表現;作文;校正用,yes,no
app500_m0450,делать оши́бки,"答え：間違いをする
品詞：表現
出典候補：第84回
状態：校正用・未確認",間違いをする,делать оши́бки,間違いをする,表現,,,84,露文和訳/和文露訳/口頭作文,russian2;表現;作文;校正用,yes,no
app500_m0451,исправля́ть оши́бки,"答え：間違いを直す
品詞：表現
出典候補：第86回
状態：校正用・未確認",間違いを直す,исправля́ть оши́бки,間違いを直す,表現,,,86,露文和訳/和文露訳/口頭作文,russian2;表現;作文;校正用,yes,no
app500_m0452,учить слова́,"答え：単語を覚える
品詞：表現
出典候補：第60回
状態：校正用・未確認",単語を覚える,учить слова́,単語を覚える,表現,,,60,露文和訳/和文露訳/口頭作文,russian2;表現;作文;校正用,yes,no
app500_m0453,говорить по-ру́сски,"答え：ロシア語で話す
品詞：表現
出典候補：第62回
状態：校正用・未確認",ロシア語で話す,говорить по-ру́сски,ロシア語で話す,表現,,,62,露文和訳/和文露訳/口頭作文,russian2;表現;作文;校正用,yes,no
app500_m0454,писать письмо́,"答え：手紙を書く
品詞：表現
出典候補：第64回
状態：校正用・未確認",手紙を書く,писать письмо́,手紙を書く,表現,,,64,露文和訳/和文露訳/口頭作文,russian2;表現;作文;校正用,yes,no
app500_m0455,читать вслух,"答え：音読する
品詞：表現
出典候補：第66回
状態：校正用・未確認",音読する,читать вслух,音読する,表現,,,66,露文和訳/和文露訳/口頭作文,russian2;表現;作文;校正用,yes,no
app500_m0456,слушать те́кст,"答え：テキストを聞く
品詞：表現
出典候補：第68回
状態：校正用・未確認",テキストを聞く,слушать те́кст,テキストを聞く,表現,,,68,露文和訳/和文露訳/口頭作文,russian2;表現;作文;校正用,yes,no
app500_m0457,отвеча́ть на вопро́с,"答え：質問に答える
品詞：表現
出典候補：第70回
状態：校正用・未確認",質問に答える,отвеча́ть на вопро́с,質問に答える,表現,,,70,露文和訳/和文露訳/口頭作文,russian2;表現;作文;校正用,yes,no
app500_m0458,задава́ть вопро́с,"答え：質問する
品詞：表現
出典候補：第72回
状態：校正用・未確認",質問する,задава́ть вопро́с,質問する,表現,,,72,露文和訳/和文露訳/口頭作文,russian2;表現;作文;校正用,yes,no
app500_m0459,ехать на по́езде,"答え：列車で行く
品詞：表現
出典候補：第74回
状態：校正用・未確認",列車で行く,ехать на по́езде,列車で行く,表現,,,74,露文和訳/和文露訳/口頭作文,russian2;表現;作文;校正用,yes,no
app500_m0460,идти пешко́м,"答え：徒歩で行く
品詞：表現
出典候補：第76回
状態：校正用・未確認",徒歩で行く,идти пешко́м,徒歩で行く,表現,,,76,露文和訳/和文露訳/口頭作文,russian2;表現;作文;校正用,yes,no
app500_m0461,жить в общежи́тии,"答え：寮に住む
品詞：表現
出典候補：第78回
状態：校正用・未確認",寮に住む,жить в общежи́тии,寮に住む,表現,,,78,露文和訳/和文露訳/口頭作文,russian2;表現;作文;校正用,yes,no
app500_m0462,снима́ть кварти́ру,"答え：アパートを借りる
品詞：表現
出典候補：第82回
状態：校正用・未確認",アパートを借りる,снима́ть кварти́ру,アパートを借りる,表現,,,82,露文和訳/和文露訳/口頭作文,russian2;表現;作文;校正用,yes,no
app500_m0463,занима́ться ру́сским языко́м,"答え：ロシア語を勉強する
品詞：表現
出典候補：第84回
状態：校正用・未確認",ロシア語を勉強する,занима́ться ру́сским языко́м,ロシア語を勉強する,表現,,,84,露文和訳/和文露訳/口頭作文,russian2;表現;作文;校正用,yes,no
app500_m0464,в тече́ние ле́та,"答え：夏の間
品詞：数詞表現
出典候補：第86回
状態：校正用・未確認",夏の間,в тече́ние ле́та,夏の間,数詞表現,,,86,文法III,russian2;数詞;数量表現;校正用,yes,no
app500_m0465,с 1 ию́ля по 10 сентября́,"答え：7月1日から9月10日まで
品詞：数詞表現
出典候補：第60回
状態：校正用・未確認",7月1日から9月10日まで,с 1 ию́ля по 10 сентября́,7月1日から9月10日まで,数詞表現,,,60,文法III,russian2;数詞;数量表現;校正用,yes,no
app500_m0466,бо́лее ста киломе́тров,"答え：100キロメートル以上
品詞：数詞表現
出典候補：第62回
状態：校正用・未確認",100キロメートル以上,бо́лее ста киломе́тров,100キロメートル以上,数詞表現,,,62,文法III,russian2;数詞;数量表現;校正用,yes,no
app500_m0467,око́ло двух ты́сяч иен,"答え：約2000円
品詞：数詞表現
出典候補：第64回
状態：校正用・未確認",約2000円,око́ло двух ты́сяч иен,約2000円,数詞表現,,,64,文法III,russian2;数詞;数量表現;校正用,yes,no
app500_m0468,бо́льше четырёх ты́сяч челове́к,"答え：4000人を超える人々
品詞：数詞表現
出典候補：第66回
状態：校正用・未確認",4000人を超える人々,бо́льше четырёх ты́сяч челове́к,4000人を超える人々,数詞表現,,,66,文法III,russian2;数詞;数量表現;校正用,yes,no
app500_m0469,три ты́сячи семьсо́т семьдеся́т шесть ме́тров,"答え：3776メートル
品詞：数詞表現
出典候補：第68回
状態：校正用・未確認",3776メートル,три ты́сячи семьсо́т семьдеся́т шесть ме́тров,3776メートル,数詞表現,,,68,文法III,russian2;数詞;数量表現;校正用,yes,no
app500_m0470,две ты́сячи два́дцать тре́тий год,"答え：2023年
品詞：数詞表現
出典候補：第70回
状態：校正用・未確認",2023年,две ты́сячи два́дцать тре́тий год,2023年,数詞表現,,,70,文法III,russian2;数詞;数量表現;校正用,yes,no
app500_m0471,двести два́дцать одна́ ты́сяча челове́к,"答え：22万1千人
品詞：数詞表現
出典候補：第72回
状態：校正用・未確認",22万1千人,двести два́дцать одна́ ты́сяча челове́к,22万1千人,数詞表現,,,72,文法III,russian2;数詞;数量表現;校正用,yes,no
app500_m0472,пять челове́к,"答え：5人
品詞：数詞表現
出典候補：第74回
状態：校正用・未確認",5人,пять челове́к,5人,数詞表現,,,74,文法III,russian2;数詞;数量表現;校正用,yes,no
app500_m0473,шесть тури́стов,"答え：6人の観光客
品詞：数詞表現
出典候補：第76回
状態：校正用・未確認",6人の観光客,шесть тури́стов,6人の観光客,数詞表現,,,76,文法III,russian2;数詞;数量表現;校正用,yes,no
app500_m0474,три писа́теля,"答え：3人の作家
品詞：数詞表現
出典候補：第78回
状態：校正用・未確認",3人の作家,три писа́теля,3人の作家,数詞表現,,,78,文法III,russian2;数詞;数量表現;校正用,yes,no
app500_m0475,о́ба бе́рега,"答え：両岸
品詞：数詞表現
出典候補：第82回
状態：校正用・未確認",両岸,о́ба бе́рега,両岸,数詞表現,,,82,文法III,russian2;数詞;数量表現;校正用,yes,no
app500_m0476,все тро́е,"答え：3人全員
品詞：数詞表現
出典候補：第84回
状態：校正用・未確認",3人全員,все тро́е,3人全員,数詞表現,,,84,文法III,russian2;数詞;数量表現;校正用,yes,no
app500_m0477,две све́жие газе́ты,"答え：2部の新しい新聞
品詞：数詞表現
出典候補：第86回
状態：校正用・未確認",2部の新しい新聞,две све́жие газе́ты,2部の新しい新聞,数詞表現,,,86,文法III,russian2;数詞;数量表現;校正用,yes,no
app500_m0478,во́семь часо́в,"答え：8時
品詞：数詞表現
出典候補：第60回
状態：校正用・未確認",8時,во́семь часо́в,8時,数詞表現,,,60,文法III,russian2;数詞;数量表現;校正用,yes,no
app500_m0479,обе руки́,"答え：両手
品詞：数詞表現
出典候補：第62回
状態：校正用・未確認",両手,обе руки́,両手,数詞表現,,,62,文法III,russian2;数詞;数量表現;校正用,yes,no
app500_m0480,четы́рнадцать ты́сяч пятьсо́т иен,"答え：14,500円
品詞：数詞表現
出典候補：第64回
状態：校正用・未確認","14,500円",четы́рнадцать ты́сяч пятьсо́т иен,"14,500円",数詞表現,,,64,文法III,russian2;数詞;数量表現;校正用,yes,no
app500_m0481,пять япо́нских студе́нток,"答え：5人の日本人女子学生
品詞：数詞表現
出典候補：第66回
状態：校正用・未確認",5人の日本人女子学生,пять япо́нских студе́нток,5人の日本人女子学生,数詞表現,,,66,文法III,russian2;数詞;数量表現;校正用,yes,no
app500_m0482,сто шестьдеся́т киломе́тров,"答え：160キロメートル
品詞：数詞表現
出典候補：第68回
状態：校正用・未確認",160キロメートル,сто шестьдеся́т киломе́тров,160キロメートル,数詞表現,,,68,文法III,russian2;数詞;数量表現;校正用,yes,no
app500_m0483,три но́вых магази́на,"答え：3つの新しい店
品詞：数詞表現
出典候補：第70回
状態：校正用・未確認",3つの新しい店,три но́вых магази́на,3つの新しい店,数詞表現,,,70,文法III,russian2;数詞;数量表現;校正用,yes,no
app500_m0484,только нас тро́е,"答え：私たち3人だけ
品詞：数詞表現
出典候補：第72回
状態：校正用・未確認",私たち3人だけ,только нас тро́е,私たち3人だけ,数詞表現,,,72,文法III,russian2;数詞;数量表現;校正用,yes,no
app500_m0485,с обе́их сторо́н,"答え：両側から
品詞：数詞表現
出典候補：第74回
状態：校正用・未確認",両側から,с обе́их сторо́н,両側から,数詞表現,,,74,文法III,russian2;数詞;数量表現;校正用,yes,no
app500_m0486,двести ты́сяч иен,"答え：200,000円
品詞：数詞表現
出典候補：第76回
状態：校正用・未確認","200,000円",двести ты́сяч иен,"200,000円",数詞表現,,,76,文法III,russian2;数詞;数量表現;校正用,yes,no
app500_m0487,написа́вший,"答え：書いた
品詞：形動詞
出典候補：第82回
状態：校正用・未確認",書いた,написа́вший,書いた,形動詞,,,82,文法IV,russian2;形動詞;副動詞;校正用,yes,no
app500_m0488,выходя́щий,"答え：出ている／発行されている
品詞：形動詞
出典候補：第60回
状態：校正用・未確認",出ている／発行されている,выходя́щий,出ている／発行されている,形動詞,,,60,文法IV,russian2;形動詞;副動詞;校正用,yes,no
app500_m0489,со́зданный,"答え：作られた
品詞：形動詞
出典候補：第64回
状態：校正用・未確認",作られた,со́зданный,作られた,形動詞,,,64,文法IV,russian2;形動詞;副動詞;校正用,yes,no
app500_m0490,уча́сь,"答え：勉強しながら
品詞：形動詞
出典候補：第70回
状態：校正用・未確認",勉強しながら,уча́сь,勉強しながら,形動詞,,,70,文法IV,russian2;形動詞;副動詞;校正用,yes,no
app500_m0491,выходя́,"答え：出ながら
品詞：形動詞
出典候補：第72回
状態：校正用・未確認",出ながら,выходя́,出ながら,形動詞,,,72,文法IV,russian2;形動詞;副動詞;校正用,yes,no
app500_m0492,перейдя́,"答え：移って／渡って
品詞：形動詞
出典候補：第74回
状態：校正用・未確認",移って／渡って,перейдя́,移って／渡って,形動詞,,,74,文法IV,russian2;形動詞;副動詞;校正用,yes,no
app500_m0493,отвеча́я,"答え：答えながら
品詞：副動詞
出典候補：第76回
状態：校正用・未確認",答えながら,отвеча́я,答えながら,副動詞,,,76,文法IV,russian2;形動詞;副動詞;校正用,yes,no
app500_m0494,отдыха́я,"答え：休みながら
品詞：副動詞
出典候補：第84回
状態：校正用・未確認",休みながら,отдыха́я,休みながら,副動詞,,,84,文法IV,russian2;形動詞;副動詞;校正用,yes,no
app500_m0495,написа́в,"答え：書いてから
品詞：副動詞
出典候補：第86回
状態：校正用・未確認",書いてから,написа́в,書いてから,副動詞,,,86,文法IV,russian2;形動詞;副動詞;校正用,yes,no
app500_m0496,часть,"答え：部分
品詞：名詞
性：女性
出典候補：第62回
状態：校正用・未確認",部分,часть,部分,名詞,,,62,語彙/作文,russian2;基礎重要語;校正用,yes,no
app500_m0497,сторона́,"答え：側／方面
品詞：名詞
性：女性
出典候補：第64回
状態：校正用・未確認",側／方面,сторона́,側／方面,名詞,,,64,語彙/作文,russian2;基礎重要語;校正用,yes,no
app500_m0498,причи́на,"答え：理由／原因
品詞：名詞
性：女性
出典候補：第66回
状態：校正用・未確認",理由／原因,причи́на,理由／原因,名詞,,,66,語彙/作文,russian2;基礎重要語;校正用,yes,no
app500_m0499,результа́т,"答え：結果
品詞：名詞
性：男性
出典候補：第68回
状態：校正用・未確認",結果,результа́т,結果,名詞,,,68,語彙/作文,russian2;基礎重要語;校正用,yes,no
app500_m0500,усло́вие,"答え：条件
品詞：名詞
性：中性
出典候補：第70回
状態：校正用・未確認",条件,усло́вие,条件,名詞,,,70,語彙/作文,russian2;基礎重要語;校正用,yes,no
