master_id,entry_type,russian,russian_no_accent,japanese,pos,gender,number,imperfective,perfective,aspect_pair_key,case_pattern,source_rounds,source_sections,source_context,frequency,duplicate_group,level,category,card_direction,front,answer,back,tags,needs_review,review_status,review_note,include_in_app,original_card_ids,confidence,,,,,,,,,,
m0057,vocab,весна́,весна,春,名詞,女性,,,,,,76,聴取,季節,1,весна,1,vocab,ru→ja / ja→ru候補,весна́,春,"答え：春
品詞：名詞
性：女性
出題回：76
文脈：季節",ロシア語2級,vocab,名詞,第76回,要確認,未確認,旧CSV/過去メモからの種データ。アクセント・品詞・訳語を要確認。,候補,,中,,,,,,,
m0058,vocab,ле́то,лето,夏,名詞,中性,,,,,,76,聴取,季節,1,лето,1,vocab,ru→ja / ja→ru候補,ле́то,夏,"答え：夏
品詞：名詞
性：中性
出題回：76
文脈：季節",ロシア語2級,vocab,名詞,第76回,要確認,未確認,旧CSV/過去メモからの種データ。アクセント・品詞・訳語を要確認。,候補,,中,,,,,,,
m0059,vocab,о́сень,осень,秋,名詞,女性,,,,,,76,聴取,季節,1,осень,1,vocab,ru→ja / ja→ru候補,о́сень,秋,"答え：秋
品詞：名詞
性：女性
出題回：76
文脈：季節",ロシア語2級,vocab,名詞,第76回,要確認,未確認,旧CSV/過去メモからの種データ。アクセント・品詞・訳語を要確認。,候補,,中,,,,,,,
m0060,vocab,зо́лотая о́сень,золотая осень,黄金の秋,名詞句,女性,,,,,,76,聴取,季節・紅葉,1,золотая_осень,2,vocab,ru→ja / ja→ru候補,зо́лотая о́сень,黄金の秋,"答え：黄金の秋
品詞：名詞句
性：女性
出題回：76
文脈：季節・紅葉",ロシア語2級,vocab,名詞句,第76回,要確認,未確認,旧CSV/過去メモからの種データ。アクセント・品詞・訳語を要確認。,候補,,中,,,,,,,
m0061,vocab,снег,снег,雪,名詞,男性,,,,,,76,聴取,冬,1,снег,1,vocab,ru→ja / ja→ru候補,снег,雪,"答え：雪
品詞：名詞
性：男性
出題回：76
文脈：冬",ロシア語2級,vocab,名詞,第76回,要確認,未確認,旧CSV/過去メモからの種データ。アクセント・品詞・訳語を要確認。,候補,,中,,,,,,,
m0062,vocab,лёд,лед,氷,名詞,男性,,,,,,76,聴取,冬,1,лед,1,vocab,ru→ja / ja→ru候補,лёд,氷,"答え：氷
品詞：名詞
性：男性
出題回：76
文脈：冬",ロシア語2級,vocab,名詞,第76回,要確認,未確認,旧CSV/過去メモからの種データ。アクセント・品詞・訳語を要確認。,候補,,中,,,,,,,
m0063,vocab,ве́лосипе́д,велосипед,自転車,名詞,男性,,,,,,76,聴取,夏の活動,1,велосипед,1,vocab,ru→ja / ja→ru候補,ве́лосипе́д,自転車,"答え：自転車
品詞：名詞
性：男性
出題回：76
文脈：夏の活動",ロシア語2級,vocab,名詞,第76回,要確認,未確認,旧CSV/過去メモからの種データ。アクセント・品詞・訳語を要確認。,候補,,中,,,,,,,
m0064,vocab,пла́вать,плавать,泳ぐ,動詞,,,,,,,76,聴取,夏の活動,1,плавать,1,vocab,ru→ja / ja→ru候補,пла́вать,泳ぐ,"答え：泳ぐ
品詞：動詞
出題回：76
文脈：夏の活動",ロシア語2級,vocab,動詞,第76回,要確認,未確認,旧CSV/過去メモからの種データ。アクセント・品詞・訳語を要確認。,候補,,中,,,,,,,
m0065,vocab,горо́д,город,町／都市,名詞,男性,,,,,,76,口頭作文,私の好きな町,1,город,1,vocab,ru→ja / ja→ru候補,горо́д,町／都市,"答え：町／都市
品詞：名詞
性：男性
出題回：76
文脈：私の好きな町",ロシア語2級,vocab,名詞,第76回,要確認,未確認,旧CSV/過去メモからの種データ。アクセント・品詞・訳語を要確認。,候補,,中,,,,,,,
m0066,vocab,Моско́вский университе́т,Московскии университет,モスクワ大学,固有名詞句,男性,,,,,,64,文法I,創立250周年,1,московскии_университет,2,vocab,ru→ja / ja→ru候補,Моско́вский университе́т,モスクワ大学,"答え：モスクワ大学
品詞：固有名詞句
性：男性
出題回：64
文脈：創立250周年",ロシア語2級,vocab,固有名詞句,第64回,要確認,未確認,旧CSV/過去メモからの種データ。アクセント・品詞・訳語を要確認。,候補,,中,,,,,,,
m0067,vocab,университе́т,университет,大学,名詞,男性,,,,,,64,文法I,モスクワ大学,1,университет,1,vocab,ru→ja / ja→ru候補,университе́т,大学,"答え：大学
品詞：名詞
性：男性
出題回：64
文脈：モスクワ大学",ロシア語2級,vocab,名詞,第64回,要確認,未確認,旧CSV/過去メモからの種データ。アクセント・品詞・訳語を要確認。,候補,,中,,,,,,,
m0068,vocab,библиоте́ка,библиотека,図書館,名詞,女性,,,,,,64,86,文法I,頻出語彙,大学・本・図書館,2,библиотека,1,vocab,ru→ja / ja→ru候補,библиоте́ка,図書館,"答え：図書館
品詞：名詞
性：女性
出題回：64;86
文脈：大学・本・図書館",ロシア語2級,vocab,名詞,複数回,要確認,未確認,旧CSV/過去メモからの種データ。アクセント・品詞・訳語を要確認。,候補,,中,,,,,
m0069,vocab,аудито́рия,аудитория,講堂／教室,名詞,女性,,,,,,64,文法I,教育棟・講堂,1,аудитория,1,vocab,ru→ja / ja→ru候補,аудито́рия,講堂／教室,"答え：講堂／教室
品詞：名詞
性：女性
出題回：64
文脈：教育棟・講堂",ロシア語2級,vocab,名詞,第64回,要確認,未確認,旧CSV/過去メモからの種データ。アクセント・品詞・訳語を要確認。,候補,,中,,,,,,,
m0070,vocab,уче́бный ко́рпус,учебныи корпус,教育棟,名詞句,男性,,,,,,64,文法I,大学施設,1,учебныи_корпус,2,vocab,ru→ja / ja→ru候補,уче́бный ко́рпус,教育棟,"答え：教育棟
品詞：名詞句
性：男性
出題回：64
文脈：大学施設",ロシア語2級,vocab,名詞句,第64回,要確認,未確認,旧CSV/過去メモからの種データ。アクセント・品詞・訳語を要確認。,候補,,中,,,,,,,
m0071,vocab,лаборато́рия,лаборатория,研究室／実験室,名詞,女性,,,,,,64,文法I,大学施設,1,лаборатория,1,vocab,ru→ja / ja→ru候補,лаборато́рия,研究室／実験室,"答え：研究室／実験室
品詞：名詞
性：女性
出題回：64
文脈：大学施設",ロシア語2級,vocab,名詞,第64回,要確認,未確認,旧CSV/過去メモからの種データ。アクセント・品詞・訳語を要確認。,候補,,中,,,,,,,
m0072,vocab,подзе́мный гара́ж,подземныи гараж,地下駐車場,名詞句,男性,,,,,,64,文法I,大学施設,1,подземныи_гараж,2,vocab,ru→ja / ja→ru候補,подзе́мный гара́ж,地下駐車場,"答え：地下駐車場
品詞：名詞句
性：男性
出題回：64
文脈：大学施設",ロシア語2級,vocab,名詞句,第64回,要確認,未確認,旧CSV/過去メモからの種データ。アクセント・品詞・訳語を要確認。,候補,,中,,,,,,,
m0073,vocab,уче́бник,учебник,教科書,名詞,男性,,,,,,62,64,文法I,日本語教育・大学教科書,2,учебник,1,vocab,ru→ja / ja→ru候補,уче́бник,教科書,"答え：教科書
品詞：名詞
性：男性
出題回：62;64
文脈：日本語教育・大学教科書",ロシア語2級,vocab,名詞,複数回,要確認,未確認,旧CSV/過去メモからの種データ。アクセント・品詞・訳語を要確認。,候補,,中,,,,,,
m0074,vocab,кла́ссика,классика,古典,名詞,女性,,,,,,64,文法I,大学文学・古典,1,классика,2,vocab,ru→ja / ja→ru候補,кла́ссика,古典,"答え：古典
品詞：名詞
性：女性
出題回：64
文脈：大学文学・古典",ロシア語2級,vocab,名詞,第64回,要確認,未確認,旧CSV/過去メモからの種データ。アクセント・品詞・訳語を要確認。,候補,,中,,,,,,,
m0075,vocab,автомоби́ль,автомобиль,自動車,名詞,男性,,,,,,64,露文和訳,日本の自動車普及,1,автомобиль,1,vocab,ru→ja / ja→ru候補,автомоби́ль,自動車,"答え：自動車
品詞：名詞
性：男性
出題回：64
文脈：日本の自動車普及",ロシア語2級,vocab,名詞,第64回,要確認,未確認,旧CSV/過去メモからの種データ。アクセント・品詞・訳語を要確認。,候補,,中,,,,,,,
m0076,vocab,стира́льная маши́на,стиральная машина,洗濯機,名詞句,女性,,,,,,64,露文和訳,三種の神器,1,стиральная_машина,1,vocab,ru→ja / ja→ru候補,стира́льная маши́на,洗濯機,"答え：洗濯機
品詞：名詞句
性：女性
出題回：64
文脈：三種の神器",ロシア語2級,vocab,名詞句,第64回,要確認,未確認,旧CSV/過去メモからの種データ。アクセント・品詞・訳語を要確認。,候補,,中,,,,,,,
m0077,vocab,холоди́льник,холодильник,冷蔵庫,名詞,男性,,,,,,64,露文和訳,三種の神器,1,холодильник,1,vocab,ru→ja / ja→ru候補,холоди́льник,冷蔵庫,"答え：冷蔵庫
品詞：名詞
性：男性
出題回：64
文脈：三種の神器",ロシア語2級,vocab,名詞,第64回,要確認,未確認,旧CSV/過去メモからの種データ。アクセント・品詞・訳語を要確認。,候補,,中,,,,,,,
m0078,vocab,чёрно-бе́лый телеви́зор,черно-белыи телевизор,白黒テレビ,名詞句,男性,,,,,,64,露文和訳,三種の神器,1,черно-белыи_телевизор,2,vocab,ru→ja / ja→ru候補,чёрно-бе́лый телеви́зор,白黒テレビ,"答え：白黒テレビ
品詞：名詞句
性：男性
出題回：64
文脈：三種の神器",ロシア語2級,vocab,名詞句,第64回,要確認,未確認,旧CSV/過去メモからの種データ。アクセント・品詞・訳語を要確認。,候補,,中,,,,,,,
m0079,vocab,бума́жная кни́га,бумажная книга,紙の本,名詞句,女性,,,,,,64,和文露訳,紙の本と電子書籍,1,бумажная_книга,1,vocab,ru→ja / ja→ru候補,бума́жная кни́га,紙の本,"答え：紙の本
品詞：名詞句
性：女性
出題回：64
文脈：紙の本と電子書籍",ロシア語2級,vocab,名詞句,第64回,要確認,未確認,旧CSV/過去メモからの種データ。アクセント・品詞・訳語を要確認。,候補,,中,,,,,,,
